V1	V2
XP_015751919.1	GO:0005578;GO:0005509;GO:0005518;GO:0004222;GO:0008270;GO:0060349;GO:0030574;GO:0022617;GO:0006508;GO:0008237;GO:0004235;GO:0008133
XP_015751923.1	GO:0005615;GO:0036457;GO:0017171;GO:0004252;GO:0061436;GO:0006508;GO:0004295;GO:0004263;GO:0004281;GO:0008132
XP_015751928.1	GO:0005615;GO:0004252;GO:0007586;GO:0004295;GO:0006508;GO:0004263;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
XP_015751929.1	GO:0005576;GO:0005578;GO:0005509;GO:0004222;GO:0004252;GO:0008270;GO:0001525;GO:0030154;GO:0030574;GO:0022617;GO:0001554;GO:0001541;GO:0001542;GO:0006508;GO:0051591;GO:0009725;GO:0008237;GO:0004235
XP_015751930.1	GO:0005615;GO:0004252;GO:0004295;GO:0006508;GO:0004263;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
XP_015751931.1	GO:0004252
XP_015751933.1	GO:0030336;GO:0010972
XP_015751948.1	GO:0005737;GO:0005886;GO:0031932;GO:0005546;GO:0030950;GO:0031098;GO:0038203
XP_015751950.1	GO:0005737;GO:0016023;GO:0005794;GO:0005654;GO:0005634;GO:0005886;GO:0031932;GO:0070300;GO:0005547;GO:0043325;GO:0080025;GO:0005546;GO:0019901;GO:0017016;GO:0030950;GO:0046580;GO:0031098;GO:0021762;GO:0038203
XP_015751951.1	GO:0010008;GO:0016021;GO:0005886;GO:0004800;GO:0042446
XP_015751952.1	GO:0005737;GO:0005856;GO:0005524
XP_015751980.1	GO:0070419;GO:0005730;GO:0005524;GO:0003677;GO:0004677;GO:0006303;GO:0072431;GO:0016773;GO:0016787
XP_015751983.1	GO:0032144;GO:0005829;GO:0005759;GO:0005739;GO:0047298;GO:0051537;GO:0003867;GO:0046872;GO:0042803;GO:0030170;GO:0032145;GO:0048148;GO:0009450;GO:0042135
XP_015751984.1	GO:0005737;GO:0005730;GO:0005731;GO:0003682;GO:0046872;GO:0070403;GO:0097372;GO:0070932;GO:0000122;GO:0007072;GO:0009303;GO:0003677;GO:0005677;GO:0006342;GO:0006355;GO:0017136
XP_015751987.1	GO:0005737;GO:0005096;GO:0043087;GO:0007165
XP_015751990.1	GO:0000421;GO:0031410;GO:0016021;GO:0005765;GO:0032266;GO:0097352;GO:0006914
XP_015751994.1	GO:0005730;GO:0016605;GO:0043565;GO:0008270;GO:0007049;GO:0001935;GO:0007346;GO:0006355;GO:0006351
XP_015751999.1	GO:0003887;GO:0003676;GO:0003964;GO:0004523;GO:0015074;GO:0006310;GO:0075713;GO:0046718
XP_015752004.1	GO:0008168;GO:0008757
XP_015752005.1	GO:0046872
XP_015752006.1	GO:0005737;GO:0005794;GO:0043231;GO:0016020;GO:0031965;GO:0034399;GO:0005643;GO:0005730;GO:0005654;GO:0005634;GO:0005095;GO:0008139;GO:0044822;GO:0008565;GO:0008536;GO:0071230;GO:0006607;GO:0042307;GO:0000059;GO:0000060;GO:0006610;GO:0016032;GO:0004429;GO:0015072;GO:0015073;GO:0016303
XP_015752007.1	GO:0016021;GO:0015299
XP_015752008.1	GO:0004056;GO:0042450;GO:0000050;GO:0003824
XP_015752009.1	GO:0005737;GO:0005634;GO:0015031
XP_015752012.1	GO:0016021;GO:0005774;GO:0030026;GO:0007005
XP_015752015.1	GO:0042995;GO:0043198;GO:0043197;GO:0005887;GO:0014704;GO:0031226;GO:0005874;GO:0005739;GO:0005886;GO:0042383;GO:0030315;GO:0030018;GO:0005509;GO:0005432;GO:1901660;GO:0070509;GO:0070588;GO:0006816;GO:0060402;GO:0086064;GO:0006874;GO:0071320;GO:0071456;GO:0034614;GO:0006883;GO:0030501;GO:0007204;GO:0010763;GO:0098735;GO:0051924;GO:0010881;GO:0002028;GO:0033198;GO:0042493;GO:0009749;GO:0042542;GO:0001666;GO:0035902;GO:0035994;GO:0007584;GO:0071436;GO:0097369;GO:0006814;GO:0021537;GO:0007154;GO:0016021;GO:0016020
XP_015752016.1	GO:0005829;GO:0005783;GO:0005730;GO:0005786;GO:0008312;GO:0030942;GO:0005047;GO:0045047;GO:0006614
XP_015752018.1	GO:0030424;GO:0005737;GO:0005829;GO:0030425;GO:0043197;GO:0031901;GO:0070062;GO:0005634;GO:0014069;GO:0097060;GO:0008021;GO:0052629;GO:0004438;GO:0004725;GO:0008138;GO:0097062;GO:0046855;GO:0032288;GO:0045806;GO:0090394;GO:0031642;GO:2000645;GO:0002091;GO:0048666;GO:0006661;GO:0046856;GO:2000643;GO:0006470;GO:0051262;GO:0004721
XP_015752020.1	GO:0005737;GO:0005524;GO:0004335;GO:0033858;GO:0006012;GO:0046835;GO:0008152;GO:0016301;GO:0016310;GO:0016773
XP_015752023.1	GO:0005634;GO:0008270
XP_015752024.1	GO:0005739;GO:0005730;GO:0005634;GO:0030687;GO:0000460;GO:0000470
XP_015752027.1	GO:0005730;GO:0005654;GO:0005634;GO:0044822;GO:0001164;GO:0001165;GO:0045943;GO:0006356;GO:0006363;GO:0006362;GO:0006360;GO:0006361;GO:0003677;GO:0006355
XP_015752029.1	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351;GO:0003676;GO:0008270
XP_015752031.1	GO:0016021;GO:0005739
XP_015752034.1	GO:0005634;GO:0070530;GO:0000077;GO:0006281
XP_015752041.1	GO:0005730;GO:0005634;GO:0005524;GO:0003677;GO:0003725;GO:0016740;GO:0006955;GO:0045893;GO:0006351;GO:0003723
XP_015752045.1	GO:0005654;GO:0005634;GO:0004649;GO:0030576;GO:0005975;GO:0006342;GO:0036099;GO:0051457;GO:0006909;GO:0035065;GO:0043484;GO:0009408
XP_015752046.1	GO:0005509;GO:0030587;GO:0004723
XP_015752048.1	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351;GO:0003676;GO:0008270
XP_015752076.1	GO:0005769;GO:0031982;GO:0046872;GO:0045600;GO:0001934
XP_015752077.1	GO:0005654;GO:0003676;GO:0008270
XP_015752084.1	GO:0005737;GO:0000776;GO:0005634;GO:0034508
XP_015752087.1	GO:0005783;GO:0005788;GO:0042175;GO:0045335;GO:0003756;GO:0045454;GO:0006457;GO:0034976;GO:0005489;GO:0006118
XP_015752089.1	GO:0005789;GO:0016021;GO:0003846;GO:0004144;GO:0006651;GO:0006071;GO:0019432
XP_015752092.1	GO:0030424;GO:0005737;GO:0000932;GO:0005829;GO:0030425;GO:1990124;GO:0043025;GO:0005634;GO:0003729;GO:0044822;GO:0036002;GO:0000339;GO:0000290;GO:0043928;GO:0071044;GO:0006397;GO:0045665;GO:0008380;GO:0000375;GO:0019827
XP_015752093.1	GO:0005789;GO:0016021;GO:0003846;GO:0006071;GO:0019432
XP_015752094.1	GO:0005783;GO:0005789;GO:0016021;GO:0030968;GO:0006486;GO:0015031
XP_015752097.1	GO:0005829;GO:0070062;GO:0004476;GO:0008270;GO:0009298;GO:0061611;GO:0005975
XP_015752099.1	GO:0005615;GO:0005886;GO:0003676;GO:0000166;GO:0016491;GO:0048511
XP_015752100.1	GO:0005634;GO:0003677;GO:0003887;GO:0016829;GO:0046872;GO:0006260;GO:0006289;GO:0003912;GO:0003890;GO:0006281
XP_015752101.1	GO:0005654;GO:0052718;GO:0052717;GO:0008270;GO:0006400;GO:0002100;GO:0016787;GO:0004131
XP_015752103.1	GO:0005634;GO:0003677;GO:0003887;GO:0016829;GO:0046872;GO:0006287;GO:0006260;GO:0006289
XP_015752116.1	GO:0005654;GO:0000166;GO:0044822
XP_015752118.1	GO:0015630;GO:0000790;GO:0005730;GO:0005654;GO:0005634;GO:0048754;GO:0044770;GO:0051301;GO:0006974;GO:0007623;GO:0009582;GO:0006260;GO:0030324;GO:0007067;GO:0002009;GO:0000122;GO:0045892;GO:0042752;GO:0009628;GO:0006351
XP_015752119.1	GO:0005813;GO:0005737;GO:0005634;GO:1902911;GO:0005524;GO:0046872;GO:0004672;GO:0004674;GO:0007059;GO:0007017;GO:0043406;GO:0031954;GO:0006468;GO:1902749;GO:0070372;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
XP_015752120.1	GO:0016021
XP_015752123.1	GO:0005777;GO:0008458;GO:0009437;GO:0015936;GO:0006635;GO:0006631;GO:0006091;GO:0051791;GO:0006810;GO:0008415;GO:0004147;GO:0004405;GO:0004406;GO:0008080;GO:0008374;GO:0008951;GO:0016406;GO:0016407;GO:0016408;GO:0016409;GO:0016410;GO:0016411;GO:0016412;GO:0016413;GO:0016414;GO:0016415;GO:0016416;GO:0016417;GO:0016418;GO:0016419;GO:0016420;GO:0016454;GO:0016747;GO:0016748;GO:0016749;GO:0016750;GO:0016751;GO:0016752;GO:0016753;GO:0018030;GO:0018031;GO:0018711;GO:0018712;GO:0018713;GO:0019105;GO:0019107;GO:0019186;GO:0019705;GO:0019706;GO:0019707;GO:0046941;GO:0004092;GO:0004093;GO:0004094
XP_015752124.1	GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0015485;GO:0034736;GO:0000062;GO:0004772;GO:0033344;GO:0034435;GO:0042632;GO:0008203;GO:0010878;GO:0010742;GO:0042986;GO:0034379;GO:0017066
XP_015752125.1	GO:0016021;GO:0001822;GO:0007218;GO:0016020;GO:0003677;GO:0006306;GO:0008170;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
XP_015752126.1	GO:0005884;GO:0005903;GO:0071944;GO:0005737;GO:0005769;GO:0010008;GO:0070062;GO:0030175;GO:0016459;GO:0048471;GO:0005886;GO:0032588;GO:0003779;GO:0030898;GO:0005524;GO:0005516;GO:0000146;GO:0003774;GO:0005547;GO:0005546;GO:0051017;GO:0030048;GO:0007399;GO:0006892
XP_015752127.1	GO:0030424;GO:0030054;GO:0016533;GO:0005737;GO:0005856;GO:0005829;GO:0030425;GO:0030175;GO:0030426;GO:0030027;GO:0016020;GO:0031594;GO:0043025;GO:0005654;GO:0005634;GO:0043204;GO:0005886;GO:0014069;GO:0045211;GO:0098793;GO:0030549;GO:0005524;GO:0004693;GO:0005176;GO:0043125;GO:0016301;GO:0004672;GO:0004674;GO:0050321;GO:0048675;GO:0048148;GO:0070509;GO:0007049;GO:0051301;GO:0008283;GO:0007160;GO:0021954;GO:0021697;GO:0007268;GO:0022038;GO:0030866;GO:0048813;GO:0060079;GO:0021766;GO:0006886;GO:0021819;GO:0008045;GO:0030517;GO:0045786;GO:1901215;GO:0046826;GO:0031397;GO:0045861;GO:0031914;GO:0045892;GO:0051402;GO:0030182;GO:0001764;GO:0031175;GO:0006913;GO:0048709;GO:0018105;GO:0018107;GO:0016310;GO:2000251;GO:0045956;GO:0043525;GO:0032092;GO:0045860;GO:0090314;GO:0046777;GO:0035418;GO:0032801;GO:0043113;GO:0042981;GO:0071156;GO:0030334;GO:0061001;GO:0016241;GO:1901796;GO:0048167;GO:1903421;GO:0009611;GO:0048511;GO:0014044;GO:0019233;GO:0033136;GO:0007519;GO:0007416;GO:0001963;GO:0035249;GO:0048488;GO:0016079;GO:0008542;GO:0006468;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
XP_015752128.1	GO:0005730;GO:0000124;GO:0044822;GO:0003712;GO:0016573;GO:1903955;GO:1903146;GO:0006357
XP_015752130.1	GO:0005581;GO:0005578;GO:0005201;GO:0046872;GO:0005310
XP_015752134.1	GO:0016021;GO:0005743;GO:0070469;GO:0009916;GO:0046872
XP_015752136.1	GO:0005737;GO:0048009;GO:0046325;GO:0046627;GO:0042326;GO:0030178;GO:0030949
XP_015752138.1	GO:0005737;GO:0080048;GO:0005085;GO:0016787;GO:0000166;GO:0016779;GO:0006006
XP_015752139.1	GO:0005776;GO:0005737;GO:0031410;GO:0005768;GO:0016021;GO:0005770;GO:0031902;GO:0016020;GO:0000407;GO:0055037;GO:0005802;GO:0000045;GO:0006914;GO:0045087;GO:0044805;GO:0000422;GO:0032688;GO:0034727;GO:0034067;GO:0034497;GO:0015031
XP_015752141.1	GO:0005737;GO:0005634;GO:0004563;GO:0015929;GO:0005975
XP_015752144.1	GO:0016021;GO:0015171;GO:0003333;GO:0060348;GO:0006814;GO:0005279;GO:0006865;GO:0016020
XP_015752145.1	GO:0005737;GO:0014069;GO:0005524;GO:0005509;GO:0005516;GO:0004686;GO:0071454;GO:1990416;GO:0071277;GO:0071320;GO:0032869;GO:0043066;GO:0061003;GO:0045807;GO:0051965;GO:0046777;GO:0031952;GO:0002931;GO:1990637;GO:0004674;GO:0006468;GO:0007600
XP_015752146.1	GO:0005913;GO:0030128;GO:0005794;GO:0043231;GO:0005654;GO:0098641;GO:0008289;GO:0048568;GO:0006897;GO:0001701;GO:0007219
XP_015752147.1	GO:0005829;GO:0005769;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0001919;GO:0031338
XP_015752149.1	GO:0031071;GO:0030170;GO:0006534
XP_015752159.1	GO:0022627;GO:0005763;GO:0005739;GO:0003735;GO:0032543
XP_015752160.1	GO:0000166;GO:0003723;GO:0009629;GO:0003676
XP_015752166.1	GO:0016021;GO:0043231;GO:0003851;GO:0015020;GO:0008489;GO:0007010;GO:0009813;GO:0052696;GO:0006682;GO:0006688;GO:0042552;GO:0048812;GO:0030913;GO:0002175;GO:0008152;GO:0016758;GO:0003981
XP_015752168.1	GO:0016021;GO:0005886;GO:0005000;GO:0060179;GO:0001584;GO:0007186
XP_015752169.1	GO:0016021;GO:0005886;GO:0005000
XP_015752178.1	GO:0016021;GO:0005886;GO:0004930;GO:0001584;GO:0007186;GO:0008502
XP_015752183.1	GO:0005737;GO:0005634;GO:0016929;GO:0016926;GO:0006508;GO:0008234
XP_015752184.1	GO:0005737;GO:0000177;GO:0005829;GO:0000178;GO:0000176;GO:0005730;GO:0005654;GO:0005634;GO:0035327;GO:0000175;GO:0017091;GO:0051607;GO:0045006;GO:0043928;GO:0071044;GO:0000460;GO:0071028;GO:0000956;GO:0034427;GO:0071051;GO:0030307;GO:0043488;GO:0031125;GO:0016075;GO:0006364;GO:0034475;GO:0003723;GO:0006396;GO:0004534;GO:0016896;GO:0004654
XP_015752195.1	GO:0005737;GO:0005615;GO:0005524;GO:0004111;GO:0009408
XP_015752205.1	GO:0046872;GO:0044822
XP_015752209.1	GO:0005737;GO:0016020;GO:0005654;GO:0008537;GO:0061133;GO:0097371;GO:0002039;GO:0006915;GO:0007049;GO:2001237;GO:0061136;GO:0008538;GO:0030163;GO:0043248
XP_015752211.1	GO:0005581;GO:0005578;GO:0005201;GO:0002244
XP_015752213.1	GO:0005581;GO:0005584;GO:0070062;GO:0031012;GO:0005615;GO:0005622;GO:0005201;GO:0042802;GO:0046872;GO:0048407;GO:0030674;GO:0046332;GO:0001568;GO:0071230;GO:0030199;GO:0070208;GO:0008217;GO:0007266;GO:0001501;GO:0043589;GO:0007179
XP_015752214.1	GO:0005737;GO:0006915;GO:1902042;GO:0043066;GO:1900118
XP_015752215.1	GO:0005634;GO:0008270;GO:0048286;GO:0008285;GO:0072201;GO:2000791;GO:2000584;GO:0000122;GO:0003677;GO:0006355
XP_015752216.1	GO:0033743;GO:0008270;GO:0030091;GO:0006979;GO:0008113
XP_015752217.1	GO:0033743;GO:0008270;GO:0030091;GO:0006979
XP_015752219.1	GO:0005739;GO:0046872;GO:0070006;GO:0070084;GO:0006508;GO:0008235;GO:0004239
XP_015752220.1	GO:0016021;GO:0005743;GO:0005739;GO:0070469;GO:0009916;GO:0008199;GO:0016491;GO:0055114
XP_015752225.1	GO:0005768;GO:0019898;GO:0035091;GO:1901981;GO:0006897;GO:0006886;GO:0016050
XP_015752226.1	GO:0005768;GO:0019898;GO:1901981;GO:0006897;GO:0006886;GO:0016050;GO:0007242;GO:0003998
XP_015752229.1	GO:0005829;GO:0005635;GO:0006606;GO:0005622;GO:0005634;GO:0008565
XP_015752230.1	GO:0005622;GO:0005886;GO:0005525;GO:0003924;GO:0007265;GO:0007264;GO:0015031
XP_015752232.1	GO:0030864;GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0005524;GO:0003824;GO:0005525;GO:0032266;GO:0070273;GO:0010314;GO:0045892;GO:0009789
XP_015752233.1	GO:0005622;GO:0005739;GO:0005524;GO:0052929;GO:0052928;GO:0052927;GO:0004810;GO:0000049;GO:0009022;GO:0042780;GO:0001680;GO:0008033;GO:0000156;GO:0000160;GO:0003677;GO:0006355;GO:0000166;GO:0017111
XP_015752234.1	GO:0042273;GO:0006413
XP_015752235.1	GO:0019908;GO:0016607;GO:0005524;GO:0004693;GO:0008353;GO:0006397;GO:0070816;GO:0043405;GO:0008380;GO:0004672;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
XP_015752236.1	GO:0005829;GO:0003880;GO:0008757;GO:0008175;GO:0006481;GO:0030488;GO:0031591
XP_015752238.1	GO:0005634;GO:0003677;GO:0007275;GO:0006355;GO:0006351
XP_015752239.1	GO:0005634;GO:0070888;GO:0046983;GO:0001077;GO:0001078;GO:0060840;GO:0001658;GO:0014707;GO:0060435;GO:0060539;GO:0048557;GO:0030855;GO:0048732;GO:0032835;GO:0001822;GO:0048286;GO:0060425;GO:0060426;GO:0072277;GO:0072162;GO:0001763;GO:0060766;GO:0000122;GO:0060021;GO:0045944;GO:0048608;GO:0060541;GO:0060008;GO:0007530;GO:0007519;GO:0048536;GO:0001657;GO:0001944
XP_015752242.1	GO:0005789;GO:0016021;GO:0016020;GO:0031090;GO:0050660;GO:0004497;GO:0004499;GO:0050661;GO:0070995;GO:0055114
XP_015752244.1	GO:0016282;GO:0033290;GO:0005852;GO:0003743;GO:0001731;GO:0006446
XP_015752245.1	GO:0005789;GO:0070062;GO:0032580;GO:0016021;GO:0005509;GO:0004382;GO:0004871;GO:0045134;GO:0043123;GO:0030166;GO:0017110
XP_015752246.1	GO:0005829;GO:0019898;GO:0034045;GO:0080025;GO:0032266;GO:0000045;GO:0000422;GO:0044804;GO:0006497;GO:0034497;GO:0004499
XP_015752247.1	GO:0030424;GO:0031410;GO:0030425;GO:0005886;GO:0043083;GO:0043195;GO:0005044;GO:0004252;GO:0006887;GO:0031638;GO:0004295;GO:0006508;GO:0004263
XP_015752249.1	GO:0005829;GO:0005758;GO:0009060;GO:0033617;GO:0006950;GO:0006979;GO:0034599
XP_015752251.1	GO:0042720;GO:0005739;GO:0004252;GO:0033108;GO:0006627;GO:0006465;GO:0006508;GO:0008236;GO:0016020;GO:0004244;GO:0008717
XP_015752252.1	GO:0005737;GO:0005856;GO:0042384;GO:0010172;GO:0048704;GO:0001736;GO:0001843;GO:0015031;GO:0008589
XP_015752254.1	GO:0070062;GO:0005794;GO:0042803;GO:0046835
XP_015752256.1	GO:0005737;GO:0070522;GO:0000784;GO:0005654;GO:0000109;GO:0000110;GO:0005669;GO:0003684;GO:0004519;GO:0008022;GO:0019904;GO:0003697;GO:0008283;GO:0006310;GO:0006281;GO:0006302;GO:0048568;GO:0070911;GO:0036297;GO:0045190;GO:0008584;GO:0000710;GO:0006312;GO:0010259;GO:0035264;GO:0032205;GO:0006289;GO:0033683;GO:0006295;GO:0006296;GO:0006293;GO:0048477;GO:1904431;GO:0035166;GO:0000720;GO:0001302;GO:0007584;GO:0006979;GO:0009744;GO:0010165;GO:0007283;GO:0006949;GO:0090656;GO:0006283;GO:0009650;GO:0070914;GO:0003677;GO:0005634
XP_015752260.1	GO:0005634;GO:0006355;GO:0006351
XP_015752261.1	GO:0001669;GO:0005737;GO:0070062;GO:0005615;GO:0005759;GO:0005739;GO:0031965;GO:0005634;GO:0005886;GO:0044714;GO:0044713;GO:0035539;GO:0008413;GO:0047693;GO:0036219;GO:0046872;GO:0030515;GO:0007568;GO:0046061;GO:0006203;GO:0042262;GO:0006281;GO:0008584;GO:0006195;GO:0046686
XP_015752262.1	GO:0005840;GO:0003735;GO:0006412
XP_015752264.1	GO:0005737;GO:0005524;GO:0004674
XP_015752266.1	GO:0070062;GO:0016021;GO:0031594;GO:0030672
XP_015752271.1	GO:0005737;GO:0005771;GO:0032585;GO:0005634;GO:0009506;GO:0005524;GO:0016787;GO:0007049;GO:0007032;GO:0055075;GO:0015031;GO:0055078;GO:0010091;GO:0007033;GO:0016192
XP_015752273.1	GO:0005524;GO:0004674
XP_015752274.1	GO:0005783;GO:0005576;GO:0016020;GO:0043843;GO:0046872;GO:0006096;GO:0005975;GO:0016773;GO:0004314
XP_015752277.1	GO:0016021
XP_015752281.1	GO:0005759;GO:0042645;GO:0043139;GO:0005524;GO:0002020;GO:0003697;GO:0071333;GO:0006268;GO:0006264;GO:0007005;GO:0034214;GO:0051260;GO:0006390
XP_015752283.1	GO:0051260;GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0016020
XP_015752284.1	GO:0042645;GO:0043139;GO:0005524;GO:0003697;GO:0006264
XP_015752285.1	GO:0005736;GO:0003899;GO:0006360;GO:0003900;GO:0003901;GO:0003902
XP_015752287.1	GO:0005739;GO:0055114
XP_015752291.1	GO:0030054;GO:0000785;GO:0005829;GO:0005794;GO:0043231;GO:0005654;GO:0005634;GO:0005667;GO:0003682;GO:0003684;GO:0003677;GO:0003690;GO:0042802;GO:0046872;GO:0019901;GO:0000978;GO:0000981;GO:0043565;GO:0003700;GO:0008134;GO:0044212;GO:0001077;GO:0007050;GO:0006974;GO:0034644;GO:0033326;GO:0048546;GO:0006978;GO:0030900;GO:0021766;GO:0006954;GO:0042771;GO:0031571;GO:0060044;GO:0043524;GO:0000122;GO:0048666;GO:2001235;GO:0071158;GO:0045793;GO:1902167;GO:0045944;GO:0045893;GO:0009791;GO:0051262;GO:0010468;GO:0007346;GO:0043523;GO:0010332;GO:0010165
XP_015752293.1	GO:0005576
XP_015752298.1	GO:0005737;GO:0005634;GO:0000125;GO:0048471;GO:0030914;GO:0005669;GO:0033276;GO:0003677;GO:0019899;GO:0030331;GO:0070063;GO:0003713;GO:0006915;GO:0043623;GO:0006352;GO:0000082;GO:0070365;GO:0016578;GO:0043966;GO:0001889;GO:0035264;GO:0051260;GO:0051101;GO:0010468;GO:0006355;GO:0006367;GO:0003700;GO:0040029;GO:0016570
XP_015752300.1	GO:0015629;GO:0005903;GO:0030054;GO:0005737;GO:0043197;GO:0031941;GO:0005902;GO:0032421;GO:0032426;GO:0051015;GO:0017124;GO:0051017;GO:0051639;GO:0007626;GO:0051494;GO:0030046;GO:0051491;GO:0007605
XP_015752304.1	GO:0005634;GO:0046872;GO:0000978;GO:0006355;GO:0006351;GO:0003676;GO:0008270
XP_015752312.1	GO:0016021;GO:0005743;GO:0042645;GO:0005524
XP_015752313.1	GO:0030054;GO:0009986;GO:0016021;GO:0005739;GO:0031201;GO:0035579;GO:0030672;GO:0043195;GO:0070821;GO:0005484;GO:0000149;GO:0006887;GO:0035493;GO:0016192
XP_015752315.1	GO:0005737;GO:0005634;GO:0046872;GO:0003700;GO:0044212;GO:0006915;GO:0007049;GO:0051262;GO:0006351
XP_015752324.1	GO:0005737;GO:0005654;GO:0005634;GO:0005524;GO:0004693;GO:0004674;GO:0001824;GO:0007049;GO:2001234;GO:0006468;GO:0007088;GO:0050684
XP_015752335.1	GO:0010008;GO:0070062;GO:0016021;GO:0005215;GO:0006810
XP_015752340.1	GO:0030659;GO:0031901;GO:0005768;GO:0016021;GO:0005764;GO:0016874;GO:0008270;GO:0006897;GO:0016567;GO:0000151;GO:0004842;GO:0010992
XP_015752350.1	GO:0005829;GO:0070062;GO:0005654;GO:0005634;GO:0051287;GO:0003979;GO:0005975;GO:0001702;GO:0006024;GO:0006065
XP_015752354.1	GO:0005622;GO:0005524;GO:0004004;GO:0003723;GO:0010501;GO:0003676;GO:0008026;GO:0004386;GO:0004003;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
XP_015752370.1	GO:0005743;GO:0005762;GO:0003735;GO:0032543;GO:0070125;GO:0070124;GO:0005761;GO:0006412;GO:0004221;GO:0007268;GO:0048167
XP_015752371.1	GO:0005829;GO:0005783;GO:0005794;GO:0043204;GO:0048471;GO:0032587;GO:0042383;GO:0047555;GO:0046872;GO:0046069;GO:0046068;GO:0019934;GO:0010613;GO:0004114;GO:0007165
XP_015752373.1	GO:0005912;GO:0045179;GO:0016324;GO:0016327;GO:0005737;GO:0005875;GO:0005635;GO:0005886;GO:0005918;GO:0035003;GO:0032033;GO:0005080;GO:0034334;GO:0034332;GO:0045176;GO:0007043;GO:0001736;GO:0035088;GO:0007163;GO:0016332;GO:0016334;GO:0002009;GO:0016333;GO:0035509;GO:0045494;GO:0008594;GO:0035209;GO:0045186;GO:0005515
XP_015752374.1	GO:0042995;GO:0031410;GO:0030659;GO:0005856;GO:0005829;GO:0004114;GO:0005095;GO:0050896;GO:0007601;GO:0051342
XP_015752375.1	GO:0005737;GO:0005654;GO:0005634;GO:0000977;GO:0001077;GO:0045165;GO:0001709;GO:0030182;GO:0001764;GO:0045944;GO:0045727;GO:0030516
XP_015752377.1	GO:0000777;GO:0005737;GO:0005815;GO:0016607;GO:0005524;GO:0004674;GO:0051301;GO:0045104;GO:0007067;GO:0006468;GO:0016055;GO:0004672;GO:0004713;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
XP_015752378.1	GO:0005789;GO:0016021;GO:0000033;GO:0052925;GO:0006488;GO:0006486;GO:0000030;GO:0005783;GO:0004584
XP_015752380.1	GO:0005829;GO:0016021;GO:0005770;GO:0043234;GO:0030165;GO:0019901;GO:0019887;GO:0000186;GO:1990090;GO:0038180;GO:0010976
XP_015752382.1	GO:0005737;GO:0005634;GO:0043565;GO:0001077;GO:0050885;GO:0045944
XP_015752394.1	GO:0005759;GO:0005739;GO:0005886;GO:0016212;GO:0004069;GO:0080130;GO:0030170;GO:0006103;GO:0006531;GO:0009058;GO:0006536;GO:0006869;GO:0006520;GO:0008483;GO:0003824;GO:0016769
XP_015752401.1	GO:0019902;GO:0004864;GO:0010923
